first_name,last_name,doi,putcode,source,type,journal,volume,number,pages,issn,publisher,title,publication_year,romeo_colour,url_for_pdf,times_cited,authors
Marc,Amyot,10.1016/j.chemosphere.2016.10.047,36085689,Scopus - Elsevier,journal-article,Chemosphere,,,,0045-6535,Elsevier BV,"Differential effects of plant root systems on nickel, copper and silver bioavailability in contaminated soil",2017,green,https://papyrus.bib.umontreal.ca/xmlui/bitstream/1866/19007/1/Nguyen%20et%20al_%20manuscript_final.pdf,10,"Thi Xuan Trang Nguyen*Amyot, Marc*Labrecque, Michel"
Marc,Amyot,10.1128/mSphere.00297-16,36085690,Scopus - Elsevier,journal-article,mSphere,,,,2379-5042,American Society for Microbiology,Gut Microbiome of the Canadian Arctic Inuit,2017,green,,13,"Girard, Catherine*Tromas, Nicolas*Amyot, Marc*Shapiro, B. Jesse"
Marc,Amyot,10.1039/C7EM00082K,36595736,Scopus - Elsevier,journal-article,Environmental Science Processes & Impacts,19,10,1336--1345,2050-7887,Royal Society of Chemistry (RSC),"Rare earth elements in freshwater, marine, and terrestrial ecosystems in the eastern Canadian Arctic",2017,yellow,,15,Gwyneth Anne MacMillan*John Chételat*Joel P. Heath*Raymond Mickpegak*Marc Amyot
Marc,Amyot,10.1016/j.envres.2016.06.030,36085691,Scopus - Elsevier,journal-article,Environmental Research,,,,0013-9351,Elsevier BV,"Mercury, hydroquinone and clobetasol propionate in skin lightening products in West Africa and Canada",2016,green,https://papyrus.bib.umontreal.ca/xmlui/bitstream/1866/19006/1/Gbetoh-highlighted%20MS%20and%20SI-PAPYRUS.pdf,9,"Gbetoh, Metogbe Honore*Amyot, Marc"
Marc,Amyot,10.1021/acs.est.5b04921,36085692,Scopus - Elsevier,journal-article,Environmental Science & Technology,50,7,3511-3520,0013-936X,American Chemical Society (ACS),Photodemethylation of Methylmercury in Eastern Canadian Arctic Thaw Pond and Lake Ecosystems,2016,white,https://papyrus.bib.umontreal.ca/xmlui/bitstream/1866/19172/1/Girard%20et%20al.%20-%20Manuscript-Papyrus.pdf,9,"Girard, Catherine*Leclerc, Maxime*Amyot, Marc"
Marc,Amyot,10.1111/mec.13690,36085693,Scopus - Elsevier,journal-article,Molecular Ecology,25,14,3416-3427,0962-1083,Wiley,Receptors rather than signals change in expression in four physiological regulatory networks during evolutionary divergence in threespine stickleback,2016,yellow,,11,"Di Poi, Carole*Belanger, Dominic*Amyot, Marc*Rogers, Sean*Aubin-Horth, Nadia"
Marc,Amyot,10.1021/acs.est.5b00763,19443971,Scopus - Elsevier,journal-article,Environmental Science & Technology,49,13,7743--7753,0013-936X,American Chemical Society (ACS),High Methylmercury in Arctic and Subarctic Ponds is Related to Nutrient Levels in the Warming Eastern Canadian Arctic,2015,white,,19,Gwyneth A. MacMillan*Catherine Girard*John Chételat*Isabelle Laurion*Marc Amyot
Marc,Amyot,10.1021/es505952x,19443917,Scopus - Elsevier,journal-article,Environmental Science & Technology,49,13,7709--7716,0013-936X,American Chemical Society (ACS),Relationship between Extracellular Low-Molecular-Weight Thiols and Mercury Species in Natural Lake Periphytic Biofilms,2015,white,,21,Maxime Leclerc*Dolors Planas*Marc Amyot
Marc,Amyot,10.1021/cr500667e,19443919,Scopus - Elsevier,journal-article,Chemical Reviews,115,10,3760--3802,0009-2665,American Chemical Society (ACS),Mercury Physicochemical and Biogeochemical Transformation in the Atmosphere and at Atmospheric Interfaces: A Review and Future Directions,2015,white,,103,Parisa A. Ariya*Marc Amyot*Ashu Dastoor*Daniel Deeds*Aryeh Feinberg*Gregor Kos*Alexandre Poulain*Andrei Ryjkov*Kirill Semeniuk*M. Subir*Kenjiro Toyota
Marc,Amyot,10.1371/journal.pone.0123048,16533208,Scopus - Elsevier,journal-article,PLoS ONE,,,,1932-6203,Public Library of Science (PLoS),Bioaccumulation and Trophic Transfer of Mercury and Selenium in African Sub-Tropical Fluvial Reservoirs Food Webs (Burkina Faso),2015,green,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0123048&type=printable,20,"Ouedraogo, Ousseni*Chetelat, John*Amyot, Marc"
Marc,Amyot,10.1016/j.scitotenv.2014.05.151,16533209,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Mercury in freshwater ecosystems of the Canadian Arctic: Recent advances on its cycling and fate,2015,green,,31,"Chetelat, John*Amyot, Marc*Arp, Paul*Blais, Jules M.*Depew, David*Emmerton, Craig A.*Evans, Marlene*Gamberg, Mary*Gantner, Nikolaus*Girard, Catherine*Graydon, Jennifer*Kirk, Jane*Lean, David*Lehnherr, Igor*Muir, Derek*Nasr, Mina*Poulain, Alexandre J.*Power, Michael*Roach, Pat*Stern, Gary*Swanson, Heidi*Velden, Shannon van der"
Marc,Amyot,10.1016/j.scitotenv.2014.05.151,19444003,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Mercury in freshwater ecosystems of the Canadian Arctic: Recent advances on its cycling and fate,2015,green,,31,John Chételat*Marc Amyot*Paul Arp*Jules M. Blais*David Depew*Craig A. Emmerton*Marlene Evans*Mary Gamberg*Nikolaus Gantner*Catherine Girard*Jennifer Graydon*Jane Kirk*David Lean*Igor Lehnherr*Derek Muir*Mina Nasr*Alexandre J. Poulain*Michael Power*Pat Roach*Gary Stern*Heidi Swanson*Shannon van der Velden
Marc,Amyot,10.1016/j.scitotenv.2014.05.151,24231794,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Mercury in freshwater ecosystems of the Canadian Arctic: Recent advances on its cycling and fate,2015,green,,31,John Chételat*Marc Amyot*Paul Arp*Jules M. Blais*David Depew*Craig A. Emmerton*Marlene Evans*Mary Gamberg*Nikolaus Gantner*Catherine Girard*Jennifer Graydon*Jane Kirk*David Lean*Igor Lehnherr*Derek Muir*Mina Nasr*Alexandre J. Poulain*Michael Power*Pat Roach*Gary Stern*Heidi Swanson*Shannon van der Velden
Marc,Amyot,10.1016/j.scitotenv.2014.05.133,16533210,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Mercury in the marine environment of the Canadian Arctic: Review of recent findings,2015,green,,49,"Braune, Birgit*Chetelat, John*Amyot, Marc*Brown, Tanya*Clayden, Meredith*Evans, Marlene*Fisk, Aaron*Gaden, Ashley*Girard, Catherine*Hare, Alex*Kirk, Jane*Lehnherr, Igor*Letcher, Robert*Loseto, Lisa*Macdonald, Robie*Mann, Erin*McMeans, Bailey*Muir, Derek*O'Driscoll, Nelson*Poulain, Alexandre*Reimer, Ken*Stern, Gary"
Marc,Amyot,10.1016/j.scitotenv.2014.05.133,19443969,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Mercury in the marine environment of the Canadian Arctic: Review of recent findings,2015,green,,49,Birgit Braune*John Chételat*Marc Amyot*Tanya Brown*Meredith Clayden*Marlene Evans*Aaron Fisk*Ashley Gaden*Catherine Girard*Alex Hare*Jane Kirk*Igor Lehnherr*Robert Letcher*Lisa Loseto*Robie Macdonald*Erin Mann*Bailey McMeans*Derek Muir*Nelson O'Driscoll*Alexandre Poulain*Ken Reimer*Gary Stern
Marc,Amyot,10.1016/j.scitotenv.2014.05.133,24231793,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,Mercury in the marine environment of the Canadian Arctic: Review of recent findings,2015,green,,49,Birgit Braune*John Chételat*Marc Amyot*Tanya Brown*Meredith Clayden*Marlene Evans*Aaron Fisk*Ashley Gaden*Catherine Girard*Alex Hare*Jane Kirk*Igor Lehnherr*Robert Letcher*Lisa Loseto*Robie Macdonald*Erin Mann*Bailey McMeans*Derek Muir*Nelson O'Driscoll*Alexandre Poulain*Ken Reimer*Gary Stern
Marc,Amyot,10.1016/j.scitotenv.2015.01.040,16533212,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,"Mercury methylation and demethylation by periphyton biofilms and their host in a fluvial wetland of the St. Lawrence River (QC, Canada)",2015,green,,22,"Hamelin, Stephanie*Planas, Dolors*Amyot, Marc"
Marc,Amyot,10.1016/j.scitotenv.2015.01.040,19443915,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,"Mercury methylation and demethylation by periphyton biofilms and their host in a fluvial wetland of the St. Lawrence River (QC, Canada)",2015,green,,22,Stéphanie Hamelin*Dolors Planas*Marc Amyot
Marc,Amyot,10.1016/j.envpol.2014.11.007,16533214,Scopus - Elsevier,journal-article,Environmental Pollution,,,,0269-7491,Elsevier BV,"Spatio-temporal variations in biomass and mercury concentrations of epiphytic biofilms and their host in a large river wetland (Lake St. Pierre, Qc, Canada)",2015,green,,10,"Hamelin, Stephanie*Planas, Dolors*Amyot, Marc"
Marc,Amyot,10.1016/j.envpol.2014.11.007,19443861,Scopus - Elsevier,journal-article,Environmental Pollution,,,,0269-7491,Elsevier BV,"Spatio-temporal variations in biomass and mercury concentrations of epiphytic biofilms and their host in a large river wetland (Lake St. Pierre, Qc, Canada)",2015,green,,10,Stéphanie Hamelin*Dolors Planas*Marc Amyot
Marc,Amyot,10.1007/s00300-014-1561-3,19443807,Scopus - Elsevier,journal-article,Polar Biology,37,12,1785--1796,0722-4060,Springer Science and Business Media LLC,Ecological determinants of methylmercury bioaccumulation in benthic invertebrates of polar desert lakes,2014,green,,2,John Chételat*Alexandre J. Poulain*Marc Amyot*Louise Cloutier*Holger Hintelmann
Marc,Amyot,10.1021/es404839t,13214423,Scopus - Elsevier,journal-article,Environmental Science & Technology,48,5,2626-2634,0013-936X,American Chemical Society (ACS),Effects of Experimental Thermocline and Oxycline Deepening on Methylmercury Bioaccumulation in a Canadian Shield Lake,2014,white,,13,"Perron, Tania*Chetelat, John*Gunn, John*Beisner, Beatrix E.*Amyot, Marc"
Marc,Amyot,10.1007/s10646-013-1087-4,11260458,Scopus - Elsevier,journal-article,Ecotoxicology,22,6,1020-1032,0963-9292,Springer Science and Business Media LLC,An investigation of enhanced mercury bioaccumulation in fish from offshore feeding,2013,green,,7,"Chételat, J.*Cloutier, L.*Amyot, M."
Marc,Amyot,10.1007/s10646-013-1087-4,13214424,Scopus - Elsevier,journal-article,Ecotoxicology,22,6,1020-1032,0963-9292,Springer Science and Business Media LLC,An investigation of enhanced mercury bioaccumulation in fish from offshore feeding,2013,green,,7,"Chetelat, John*Cloutier, Louise*Amyot, Marc"
Marc,Amyot,10.1016/j.scitotenv.2012.11.095,11260459,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,"Mercury, arsenic and selenium concentrations in water and fish from sub-Saharan semi-arid freshwater reservoirs (Burkina Faso)",2013,green,,42,"Ouédraogo, O.*Amyot, M."
Marc,Amyot,10.1016/j.scitotenv.2012.11.095,13214425,Scopus - Elsevier,journal-article,The Science of The Total Environment,,,,0048-9697,Elsevier BV,"Mercury, arsenic and selenium concentrations in water and fish from sub-Saharan semi-arid freshwater reservoirs (Burkina Faso)",2013,green,,42,"Ouedraogo, Ousseni*Amyot, Marc"
Marc,Amyot,10.1021/es300760e,5534431,Scopus - Elsevier,journal-article,Environmental Science & Technology,46,12,6645-6653,0013-936X,American Chemical Society (ACS),Divalent Base Cations Hamper Hg-II Uptake,2012,white,,15,
Marc,Amyot,10.1021/es300760e,11260461,Scopus - Elsevier,journal-article,Environmental Science & Technology,46,12,6645-6653,0013-936X,American Chemical Society (ACS),Divalent base cations hamper Hg II uptake,2012,white,,15,"Daguené, V.*McFall, E.*Yumvihoze, E.*Xiang, S.*Amyot, M.*Poulain, A.J."
Marc,Amyot,10.1016/j.envpol.2012.02.003,5534438,Scopus - Elsevier,journal-article,Environmental Pollution,,,,0269-7491,Elsevier BV,"Factors affecting methylmercury biomagnification by a widespread aquatic invertebrate predator, the phantom midge larvae Chaoborus",2012,green,,4,
Marc,Amyot,10.1016/j.envpol.2012.02.003,11260462,Scopus - Elsevier,journal-article,Environmental Pollution,,,,0269-7491,Elsevier BV,"Factors affecting methylmercury biomagnification by a widespread aquatic invertebrate predator, the phantom midge larvae Chaoborus",2012,green,,4,"Le Jeune, A.-H.*Bourdiol, F.*Aldamman, L.*Perron, T.*Amyot, M.*Pinel-Alloul, B."
Marc,Amyot,10.1111/j.1365-2427.2012.02793.x,5534486,Scopus - Elsevier,journal-article,Freshwater Biology,57,6,1228-1240,0046-5070,Wiley,"Shifts in elemental composition, methylmercury content and d15N ratio during growth of a High Arctic copepod",2012,yellow,,9,
Marc,Amyot,10.1111/j.1365-2427.2012.02793.x,11260463,Scopus - Elsevier,journal-article,Freshwater Biology,57,6,1228-1240,0046-5070,Wiley,"Shifts in elemental composition, methylmercury content and δ 15N ratio during growth of a High Arctic copepod",2012,yellow,,9,"Chételat, J.*Amyot, M.*Cloutier, L."
Marc,Amyot,10.1071/EN11140,5534495,Scopus - Elsevier,journal-article,Environmental Chemistry,9,4,321-355,1448-2517,CSIRO Publishing,"The fate of mercury in Arctic terrestrial and aquatic ecosystems, a review",2012,green,http://www.publish.csiro.au/en/pdf/EN11140,67,
Marc,Amyot,10.1071/EN11140,11260460,Scopus - Elsevier,journal-article,Environmental Chemistry,9,4,321-355,1448-2517,CSIRO Publishing,"The fate of mercury in Arctic terrestrial and aquatic ecosystems, a review",2012,green,http://www.publish.csiro.au/en/pdf/EN11140,67,"Douglas, T.A.*Loseto, L.L.*MacDonald, R.W.*Outridge, P.*Dommergue, A.*Poulain, A.*Amyot, M.*Barkay, T.*Berg, T.*Chetelat, J.*Constant, P.*Evans, M.*Ferrari, C.*Gantner, N.*Johnson, M.S.*Kirk, J.*Kroer, N.*Larose, C.*Lean, D.*Nielsen, T.G.*Poissant, L.*Rognerud, S.*Skov, H.*Sørensen, S.*Wang, F.*Wilson, S.*Zdanowicz, C.M."
Marc,Amyot,10.1071/en11140,19443975,Scopus - Elsevier,journal-article,Environmental Chemistry,9,4,321,1448-2517,CSIRO Publishing,"The fate of mercury in Arctic terrestrial and aquatic ecosystems, a review",2012,green,http://www.publish.csiro.au/en/pdf/EN11140,67,Thomas A. Douglas*Lisa L. Loseto*Robie W. Macdonald*Peter Outridge*Aurélien Dommergue*Alexandre Poulain*Marc Amyot*Tamar Barkay*Torunn Berg*John Chételat*Philippe Constant*Marlene Evans*Christophe Ferrari*Nikolaus Gantner*Matthew S. Johnson*Jane Kirk*Niels Kroer*Catherine Larose*David Lean*Torkel Gissel Nielsen*Laurier Poissant*Sigurd Rognerud*Henrik Skov*Søren Sørensen*Feiuye Wang*Simon Wilson*Christian M. Zdanowicz
Marc,Amyot,10.1016/j.envres.2011.09.018,5534433,Scopus - Elsevier,journal-article,Environmental Research,111,8,1064-1069,0013-9351,Elsevier BV,Effects of various cooking methods and food components on bioaccessibility of mercury from fish,2011,green,,48,
Marc,Amyot,10.1016/j.envres.2011.09.018,11260465,Scopus - Elsevier,journal-article,Environmental Research,111,8,1064-1069,0013-9351,Elsevier BV,Effects of various cooking methods and food components on bioaccessibility of mercury from fish,2011,green,,48,"Ouédraogo, O.*Amyot, M."
Marc,Amyot,10.1016/j.envpol.2010.09.034,5534445,Scopus - Elsevier,journal-article,Environmental Pollution,159,1,10-17,0269-7491,Elsevier BV,Habitat-specific bioaccumulation of methylmercury in invertebrates of small mid-latitude lakes in North America,2011,green,,40,
Marc,Amyot,10.1016/j.envpol.2010.09.034,11260468,Scopus - Elsevier,journal-article,Environmental Pollution,159,1,10-17,0269-7491,Elsevier BV,Habitat-specific bioaccumulation of methylmercury in invertebrates of small mid-latitude lakes in North America,2011,green,,40,"Chételat, J.*Amyot, M.*Garcia, E."
Marc,Amyot,10.1016/j.envpol.2010.09.034,13214431,Scopus - Elsevier,journal-article,Environmental Pollution,159,1,10-17,0269-7491,Elsevier BV,Habitat-specific bioaccumulation of methylmercury in invertebrates of small mid-latitude lakes in North America,2011,green,,40,"Chetelat, J*Amyot, M*Garcia, E"
Marc,Amyot,10.1021/es2010072,5534457,Scopus - Elsevier,journal-article,Environmental Science & Technology,45,18,7693-7700,0013-936X,American Chemical Society (ACS),Methanogens: Principal Methylators of Mercury in Lake Periphyton,2011,white,,153,
Marc,Amyot,10.1021/es2010072,11260466,Scopus - Elsevier,journal-article,Environmental Science & Technology,45,18,7693-7700,0013-936X,American Chemical Society (ACS),Methanogens: Principal methylators of mercury in lake periphyton,2011,white,,153,"Hamelin, S.*Amyot, M.*Barkay, T.*Wang, Y.*Planas, D."
Marc,Amyot,10.1002/9781118146644.ch6,11260464,Scopus - Elsevier,journal-article,,,,,,"John Wiley & Sons, Inc.",Photoreactions of Mercury in Aquatic Systems,2011,,,13,"Vost, E.E.*Amyot, M.*O'Driscoll, N.J."
Marc,Amyot,10.1071/EN10056,5534487,Scopus - Elsevier,journal-article,Environmental Chemistry,8,1,62-73,1448-2517,CSIRO Publishing,Snow - a photobiochemical exchange platform for volatile and semi-volatile organic compounds with the atmosphere,2011,green,,22,
Marc,Amyot,10.1071/EN10056,11260467,Scopus - Elsevier,journal-article,Environmental Chemistry,8,1,63-73,1448-2517,CSIRO Publishing,Snow a photobiochemical exchange platform for volatile and semi-volatile organic compounds with the atmosphere,2011,green,,22,"Ariya, P.A.*Domine, F.*Kos, G.*Amyot, M.*Côt́, V.*Vali, H.*Lauzier, T.*Kuhs, W.F.*Techmer, K.*Heinrichs, T.*Mortazavi, R."
Marc,Amyot,10.1071/EN10056,13214433,Scopus - Elsevier,journal-article,Environmental Chemistry,8,1,62-73,1448-2517,CSIRO Publishing,Snow - a photobiochemical exchange platform for volatile and semi-volatile organic compounds with the atmosphere,2011,green,,22,"Ariya, PA*Domine, F*Kos, G*Amyot, M*Cote, V*Vali, H*Lauzier, T*Kuhs, WF*Techmer, K*Heinrichs, T*Mortazavi, R"
Marc,Amyot,10.1007/s00300-010-0797-9,5534423,Scopus - Elsevier,journal-article,Polar Biology,33,8,1111-1123,0722-4060,Springer Science and Business Media LLC,Carbon sources for lake food webs in the Canadian High Arctic and other regions of Arctic North America,2010,green,,15,
Marc,Amyot,10.1007/s00300-010-0797-9,11260470,Scopus - Elsevier,journal-article,Polar Biology,33,8,1111-1123,0722-4060,Springer Science and Business Media LLC,Carbon sources for lake food webs in the Canadian High Arctic and other regions of Arctic North America,2010,green,,15,"Chételat, J.*Cloutier, L.*Amyot, M."
Marc,Amyot,10.1007/s00300-010-0797-9,13214434,Scopus - Elsevier,journal-article,Polar Biology,33,8,1111-1123,0722-4060,Springer Science and Business Media LLC,Carbon sources for lake food webs in the Canadian High Arctic and other regions of Arctic North America,2010,green,,15,"CHETELAT, J*CLOUTIER, L*AMYOT, M"
Marc,Amyot,,11260471,Scopus - Elsevier,journal-article,,55,1,466-468,,,"Response to ""Comparative estimate of P fluxes in lakes"" by J. M. Sereda and J. J. Hudson",2010,,,,"Amyot, M.*Chidami, S.*Demers, É."
Marc,Amyot,10.1016/j.chemosphere.2010.06.041,5534481,Scopus - Elsevier,journal-article,Chemosphere,80,11,1314-1320,0045-6535,Elsevier BV,"Role of ultra-violet radiation, mercury and copper on the stability of dissolved glutathione in natural and artificial freshwater and saltwater",2010,green,,16,
Marc,Amyot,10.1016/j.chemosphere.2010.06.041,11260469,Scopus - Elsevier,journal-article,Chemosphere,80,11,1314-1320,0045-6535,Elsevier BV,"Role of ultra-violet radiation, mercury and copper on the stability of dissolved glutathione in natural and artificial freshwater and saltwater",2010,green,,16,"Moingt, M.*Bressac, M.*Bélanger, D.*Amyot, M."
Marc,Amyot,10.1016/j.chemosphere.2010.06.041,13214436,Scopus - Elsevier,journal-article,Chemosphere,80,11,1314-1320,0045-6535,Elsevier BV,"Role of ultra-violet radiation, mercury and copper on the stability of dissolved glutathione in natural and artificial freshwater and saltwater",2010,green,,16,"Moingt, M*Bressac, M*Belanger, D*Amyot, M"
Marc,Amyot,,13214437,Scopus - Elsevier,journal-article,,74,12,A18,,,Stability of glutathione and bioavailability of mercury-glutathione complexes in aquatic systems,2010,,,,"Amyot, M*Poulain, AJ*Moingt, M*Bressac, M*Belanger, D"
Marc,Amyot,,5534424,Scopus - Elsevier,journal-article,,74,12,A18,,,Daphniaand the role of productivity in controlling their distribution,2009,,,,
Marc,Amyot,10.1021/es901193x,5534419,Scopus - Elsevier,journal-article,Environmental Science & Technology,43,15,5605-5611,0013-936X,American Chemical Society (ACS),Beaver Ponds Increase Methylmercury Concentrations in Canadian Shield Streams along Vegetation and Pond-Age Gradients,2009,white,,35,
Marc,Amyot,10.1021/es901193x,11260472,Scopus - Elsevier,journal-article,Environmental Science & Technology,43,15,5605-5611,0013-936X,American Chemical Society (ACS),Beaver ponds increase methylmercury concentrations in Canadian shield streams along vegetation and pond-age gradients,2009,white,,35,"Virginie, R.O.Y.*Amyot, M.*Carignan, R."
Marc,Amyot,10.1021/es901193x,13214438,Scopus - Elsevier,journal-article,Environmental Science & Technology,43,15,5605-5611,0013-936X,American Chemical Society (ACS),Beaver Ponds Increase Methylmercury Concentrations in Canadian Shield Streams along Vegetation and Pond-Age Gradients,2009,white,,35,"ROY, V*AMYOT, M*CARIGNAN, R"
Marc,Amyot,10.1111/j.1365-2486.2008.01729.x,5534434,Scopus - Elsevier,journal-article,Global Change Biology,15,3,706-718,1354-1013,Wiley,Elevated methylmercury in High Arctic Daphnia and the role of productivity in controlling their distribution,2009,yellow,,32,
Marc,Amyot,10.1111/j.1365-2486.2008.01729.x,11260474,Scopus - Elsevier,journal-article,Global Change Biology,15,3,706-718,1354-1013,Wiley,Elevated methylmercury in High Arctic Daphnia and the role of productivity in controlling their distribution,2009,yellow,,32,"Chételat, J.*Amyot, M."
Marc,Amyot,10.1111/j.1365-2486.2008.01729.x,13214439,Scopus - Elsevier,journal-article,Global Change Biology,15,3,706-718,1354-1013,Wiley,Elevated methylmercury in High Arctic Daphnia and the role of productivity in controlling their distribution,2009,yellow,,32,"CHETELAT, J*AMYOT, M"
Marc,Amyot,,5534440,Scopus - Elsevier,conference-paper,,73,13,A216,,,Fate of mercury entering lakes and ponds in the Canadian High Arctic: Role of biological and geochemical drivers,2009,,,,
Marc,Amyot,10.1016/j.chemosphere.2008.10.045,5534446,Scopus - Elsevier,journal-article,Chemosphere,74,8,1098-1103,0045-6535,Elsevier BV,Importance of elemental mercury in lake sediments,2009,green,,24,
Marc,Amyot,10.1016/j.chemosphere.2008.10.045,11260475,Scopus - Elsevier,journal-article,Chemosphere,74,8,1098-1103,0045-6535,Elsevier BV,Importance of elemental mercury in lake sediments,2009,green,,24,"Bouffard, A.*Amyot, M."
Marc,Amyot,10.1016/j.chemosphere.2008.10.045,13214441,Scopus - Elsevier,journal-article,Chemosphere,74,8,1098-1103,0045-6535,Elsevier BV,Importance of elemental mercury in lake sediments,2009,green,,24,"BOUFFARD, A*AMYOT, M"
Marc,Amyot,10.1007/978-0-387-93958-2_15,19443753,Scopus - Elsevier,other,,,,,,Springer US,"Mercury chemical transformations in the gas, aqueous and heterogeneous phases: state-of-the-art science and uncertainties",2009,,,27,Parisa A. Ariya*Kirk Peterson*Graydon Snider*Marc Amyot
Marc,Amyot,10.1029/2008JG000763,5534484,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,,,,0148-0227,American Geophysical Union (AGU),Seasonal methylmercury dynamics in water draining three beaver impoundments of varying age,2009,green,,7,
Marc,Amyot,10.1029/2008JG000763,11260473,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,,,,0148-0227,American Geophysical Union (AGU),Seasonal methylmercury dynamics in water draining three beaver impoundments of varying age,2009,green,,7,"Roy, V.*Amyot, M.*Carignan, R."
Marc,Amyot,10.1029/2008JG000763,13214442,Scopus - Elsevier,journal-article,Journal of Geophysical Research Atmospheres,,,,0148-0227,American Geophysical Union (AGU),Seasonal methylmercury dynamics in water draining three beaver impoundments of varying age,2009,green,,7,"ROY, V*AMYOT, M*CARIGNAN, R"
Marc,Amyot,10.1007/978-0-387-93958-2_10,19443751,Scopus - Elsevier,other,,,,,,Springer US,Spatial coverage and temporal trends of atmospheric mercury measurements in Polar Regions,2009,,,6,Aurélien Dommergue*Christophe P. Ferrari*Marc Amyot*Steve Brooks*Francesca Sprovieri*Alexandra Steffen
Marc,Amyot,,11260478,Scopus - Elsevier,journal-article,,8,6,1445-1482,,,A synthesis of atmospheric mercury depletion event chemistry in the atmosphere and snow,2008,,,,"Steffen, A.*Douglas, T.*Amyot, M.*Ariya, P.*Aspmo, K.*Berg, T.*Bottenheim, J.*Brooks, S.*Cobbett, F.*Dastoor, A.*Dommergue, A.*Ebinghaus, R.*Ferrari, C.*Gardfeldt, K.*Goodsite, M.E.*Lean, D.*Poulain, A.J.*Scherz, C.*Skov, H.*Sommar, J.*Temme, C."
Marc,Amyot,10.4319/lo.2008.53.5.1988,19443602,Scopus - Elsevier,journal-article,Limnology and Oceanography,53,5,1988--1996,0024-3590,Wiley,Fish decomposition in boreal lakes and biogeochemical implications,2008,yellow,,19,Saad Chidami*Marc Amyot
Marc,Amyot,10.1021/es801619h,5534456,Scopus - Elsevier,journal-article,Environmental Science & Technology,42,24,9110-9115,0013-936X,American Chemical Society (ACS),"Metamorphosis in Chironomids, More than Mercury Supply, Controls Methylmercury Transfer to Fish in High Arctic Lakes",2008,white,,28,
Marc,Amyot,10.1021/es801619h,11260476,Scopus - Elsevier,journal-article,Environmental Science & Technology,42,24,9110-9115,0013-936X,American Chemical Society (ACS),"Metamorphosis in chironomids, more than mercury supply, controls methylmercury transfer to fish in high Arctic lakes",2008,white,,28,"Chételat, J.*Amyot, M.*Cloutier, L.*Poulain, A."
Marc,Amyot,10.1021/es801619h,13214445,Scopus - Elsevier,journal-article,Environmental Science & Technology,42,24,9110-9115,0013-936X,American Chemical Society (ACS),"Metamorphosis in Chironomids, More than Mercury Supply, Controls Methylmercury Transfer to Fish in High Arctic Lakes",2008,white,,28,"CHETELAT, J*AMYOT, M*CLOUTIER, L*POULAIN, A"
Marc,Amyot,10.1038/ngeo108,5534463,Scopus - Elsevier,journal-article,Nature Geoscience,1,2,111-113,1752-0894,Springer Nature,Nitrogen transfer from sea to land via commercial fisheries,2008,yellow,,27,
Marc,Amyot,10.1038/ngeo108,11260479,Scopus - Elsevier,journal-article,Nature Geoscience,1,2,111-113,1752-0894,Springer Nature,Nitrogen transfer from sea to land via commercial fisheries,2008,yellow,,27,"Maranger, R.*Caraco, N.*Duhamel, J.*Amyot, M."
Marc,Amyot,10.1038/ngeo108,13214446,Scopus - Elsevier,journal-article,Nature Geoscience,1,2,111-113,1752-0894,Springer Nature,Nitrogen transfer from sea to land via commercial fisheries,2008,yellow,,27,"MARANGER, R*CARACO, N*DUHAMEL, J*AMYOT, M"
Marc,Amyot,10.1021/es061980b,5534421,Scopus - Elsevier,journal-article,Environmental Science & Technology,41,6,1883-1888,0013-936X,American Chemical Society (ACS),Biological and chemical redox transformations of mercury in fresh and salt waters of the high arctic during spring and summer,2007,white,https://figshare.com/articles/Biological_and_Chemical_Redox_Transformations_of_Mercury_in_Fresh_and_Salt_Waters_of_the_High_Arctic_during_Spring_and_Summer/3018823/files/4720132.pdf,29,
Marc,Amyot,10.1021/es061980b,11260487,Scopus - Elsevier,journal-article,Environmental Science & Technology,41,6,1883-1888,0013-936X,American Chemical Society (ACS),Biological and chemical redox transformations of mercury in fresh and salt waters of the high arctic during spring and summer,2007,white,https://figshare.com/articles/Biological_and_Chemical_Redox_Transformations_of_Mercury_in_Fresh_and_Salt_Waters_of_the_High_Arctic_during_Spring_and_Summer/3018823/files/4720132.pdf,29,"Poulain, A.J.*Garcia, E.*Amyot, M.*Campbell, P.G.C.*Raofie, F.*Ariya, P.A."
